"pantalla","resolución","tipo","etiqueta accesible","texto visible","placeholder","deshabilitado","origen del texto","captura"
"tarjeta-ANTICA-vacia","1600×1000","button","Duplicar","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-vacia.png"
"tarjeta-ANTICA-vacia","1600×1000","button","Eliminar","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-vacia.png"
"tarjeta-ANTICA-vacia","1600×1000","input","OF","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-vacia.png"
"tarjeta-ANTICA-vacia","1600×1000","input","Frente","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-vacia.png"
"tarjeta-ANTICA-vacia","1600×1000","input","Salida","","","no","src/client/components/AwningColumn.tsx + controlLabels.ts / modelBehavior.js","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-vacia.png"
"tarjeta-ANTICA-vacia","1600×1000","input","Bamba (cm)","","","no","src/client/components/AwningColumn.tsx + controlLabels.ts / modelBehavior.js","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-vacia.png"
"tarjeta-ANTICA-vacia","1600×1000","combobox","Configuración Antica","Elegir configuración…","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-vacia.png"
"tarjeta-ANTICA-vacia","1600×1000","combobox","Lacado","Elegir…","","no","src/client/components/AwningColumn.tsx + controlLabels.ts / modelBehavior.js","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-vacia.png"
"tarjeta-ANTICA-vacia","1600×1000","button","No","No","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-vacia.png"
"tarjeta-ANTICA-vacia","1600×1000","button","Sí","Sí","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-vacia.png"
"tarjeta-ANTICA-vacia","1600×1000","combobox","Dispositivo","Elegir…","","no","src/client/components/AwningColumn.tsx + controlLabels.ts / modelBehavior.js","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-vacia.png"
"tarjeta-ANTICA-vacia","1600×1000","combobox","Colocación","Elegir…","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-vacia.png"
"tarjeta-ANTICA-vacia","1600×1000","combobox","Tipo de pared","No indicada","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-vacia.png"
"tarjeta-ANTICA-vacia","1600×1000","button","Añadir línea","Añadir línea","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-vacia.png"
"tarjeta-ANTICA-vacia","1600×1000","input","Obs. estructura, línea 1","","Escribe una observación","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-vacia.png"
"tarjeta-ANTICA-vacia","1600×1000","button","Eliminar obs. estructura, línea 1","","","sí","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-vacia.png"
"tarjeta-ANTICA-vacia","1600×1000","button","Añadir línea","Añadir línea","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-vacia.png"
"tarjeta-ANTICA-vacia","1600×1000","input","Observaciones de tela del pedido, línea 1","","Escribe una observación","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-vacia.png"
"tarjeta-ANTICA-vacia","1600×1000","button","Eliminar observaciones de tela del pedido, línea 1","","","sí","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-vacia.png"
"tarjeta-ANTICA-vacia","1600×1000","tab","Estructuras0","Estructuras0","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-vacia.png"
"tarjeta-ANTICA-vacia","1600×1000","tab","Telas0","Telas0","","no","src/client/components/AwningColumn.tsx + controlLabels.ts / modelBehavior.js","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-vacia.png"
"tarjeta-ANTICA-vacia","1600×1000","tab","Reserva RPS0","Reserva RPS0","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-vacia.png"
"tarjeta-ANTICA-rellena","1600×1000","button","Pedido","Pedido","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","button","Parámetros","Parámetros","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","button","Revisión","Revisión","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","button","Configuración","Configuración","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","button","Limpiar","Limpiar","","no","src/client/App.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","button","Vista previa","Vista previa","","no","src/client/App.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","button","Guardar para revisión","Guardar para revisión","","no","src/client/App.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","input","Pedido","","AR26xxxxx","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","input","Cliente","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","input","Fecha","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","combobox","Técnico","Sin asignar","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","combobox","Revisión","Sin asignar","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","button","Obtener datos del pedido","Obtener datos del pedido","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","combobox","Referencia","","Código, color o nombre aproximado…","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","button","Borrar referencia","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","input","Por toldo","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","button","Añadir toldoElegir modelo","Añadir toldoElegir modelo","","no","src/client/App.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","button","Añadir trabajo de telaCambio, cortina, enrollable, bamba o Antica","Añadir trabajo de telaCambio, cortina, enrollable, bamba o Antica","","no","src/client/App.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","button","Modificar reglas del modelo","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","button","Duplicar","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","button","Eliminar","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","input","OF","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","input","Frente","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","input","Salida","","","no","src/client/components/AwningColumn.tsx + controlLabels.ts / modelBehavior.js","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","input","Bamba (cm)","","","no","src/client/components/AwningColumn.tsx + controlLabels.ts / modelBehavior.js","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","combobox","Configuración Antica","Tubo 50x30 contrapeso","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","combobox","Lacado","Blanco","","no","src/client/components/AwningColumn.tsx + controlLabels.ts / modelBehavior.js","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","button","No","No","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","button","Sí","Sí","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","combobox","Dispositivo","Máquina","","no","src/client/components/AwningColumn.tsx + controlLabels.ts / modelBehavior.js","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","combobox","Lado máquina","M.F. derecha","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","combobox","Color manivela","Automático","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","combobox","Altura manivela","150","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","combobox","Colocación","Frontal","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","combobox","Tipo de pared","No indicada","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","button","Añadir línea","Añadir línea","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","input","Obs. estructura, línea 1","","Escribe una observación","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","button","Eliminar obs. estructura, línea 1","","","sí","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","button","Añadir línea","Añadir línea","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","input","Observaciones de tela del pedido, línea 1","","Escribe una observación","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","button","Eliminar observaciones de tela del pedido, línea 1","","","sí","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","tab","Estructuras1","Estructuras1","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","tab","Telas1","Telas1","","no","src/client/components/AwningColumn.tsx + controlLabels.ts / modelBehavior.js","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","tab","Reserva RPS9","Reserva RPS9","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","button","AAnticaOF 0230194","AAnticaOF 0230194","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","button","Editar despiece","Editar despiece","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-ANTICA-rellena","1600×1000","select","Número de brazos por toldo Automático (2)234","Automático (2)234","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-antica-rellena.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","button","Pedido","Pedido","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","button","Parámetros","Parámetros","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","button","Revisión","Revisión","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","button","Configuración","Configuración","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","button","Limpiar","Limpiar","","no","src/client/App.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","button","Vista previa","Vista previa","","no","src/client/App.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","button","Guardar para revisión","Guardar para revisión","","no","src/client/App.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","input","Pedido","","AR26xxxxx","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","input","Cliente","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","input","Fecha","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","combobox","Técnico","Sin asignar","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","combobox","Revisión","Sin asignar","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","button","Obtener datos del pedido","Obtener datos del pedido","","sí","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","combobox","Referencia","","Código, color o nombre aproximado…","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","input","Por toldo","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","button","Añadir toldoElegir modelo","Añadir toldoElegir modelo","","no","src/client/App.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","button","Añadir trabajo de telaCambio, cortina, enrollable, bamba o Antica","Añadir trabajo de telaCambio, cortina, enrollable, bamba o Antica","","no","src/client/App.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","button","Modificar reglas del modelo","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","button","Duplicar","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","button","Eliminar","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","input","OF","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","input","Frente","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","combobox","Salida","Elegir…","","no","src/client/components/AwningColumn.tsx + controlLabels.ts / modelBehavior.js","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","input","Bamba (cm)","","","no","src/client/components/AwningColumn.tsx + controlLabels.ts / modelBehavior.js","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","combobox","Dibujo de confección","Automático","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","combobox","Lacado","Elegir…","","no","src/client/components/AwningColumn.tsx + controlLabels.ts / modelBehavior.js","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","button","No","No","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","button","Sí","Sí","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","combobox","Dispositivo","Elegir…","","no","src/client/components/AwningColumn.tsx + controlLabels.ts / modelBehavior.js","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","combobox","Colocación","Elegir…","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","combobox","Tipo de pared","No indicada","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","button","Añadir línea","Añadir línea","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","input","Obs. estructura, línea 1","","Escribe una observación","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","button","Eliminar obs. estructura, línea 1","","","sí","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","button","Añadir línea","Añadir línea","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","input","Observaciones de tela del pedido, línea 1","","Escribe una observación","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","button","Eliminar observaciones de tela del pedido, línea 1","","","sí","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","tab","Estructuras0","Estructuras0","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","tab","Telas0","Telas0","","no","src/client/components/AwningColumn.tsx + controlLabels.ts / modelBehavior.js","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-vacia","1600×1000","tab","Reserva RPS0","Reserva RPS0","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-vacia.png"
"tarjeta-CUARZO BOX-rellena","1600×1000","button","Pedido","Pedido","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-rellena.png"
"tarjeta-CUARZO BOX-rellena","1600×1000","button","Parámetros","Parámetros","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-rellena.png"
"tarjeta-CUARZO BOX-rellena","1600×1000","button","Revisión","Revisión","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-rellena.png"
"tarjeta-CUARZO BOX-rellena","1600×1000","button","Configuración","Configuración","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-rellena.png"
"tarjeta-CUARZO BOX-rellena","1600×1000","button","Limpiar","Limpiar","","no","src/client/App.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-rellena.png"
"tarjeta-CUARZO BOX-rellena","1600×1000","button","Vista previa","Vista previa","","no","src/client/App.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-rellena.png"
"tarjeta-CUARZO BOX-rellena","1600×1000","button","Guardar para revisión","Guardar para revisión","","no","src/client/App.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-rellena.png"
"tarjeta-CUARZO BOX-rellena","1600×1000","input","Pedido","","AR26xxxxx","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-rellena.png"
"tarjeta-CUARZO BOX-rellena","1600×1000","input","Cliente","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-rellena.png"
"tarjeta-CUARZO BOX-rellena","1600×1000","input","Fecha","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-rellena.png"
"tarjeta-CUARZO BOX-rellena","1600×1000","combobox","Técnico","Sin asignar","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-rellena.png"
"tarjeta-CUARZO BOX-rellena","1600×1000","combobox","Revisión","Sin asignar","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-rellena.png"
"tarjeta-CUARZO BOX-rellena","1600×1000","button","Obtener datos del pedido","Obtener datos del pedido","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-rellena.png"
"tarjeta-CUARZO BOX-rellena","1600×1000","combobox","Referencia","","Código, color o nombre aproximado…","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-rellena.png"
"tarjeta-CUARZO BOX-rellena","1600×1000","button","Borrar referencia","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-rellena.png"
"tarjeta-CUARZO BOX-rellena","1600×1000","input","Por toldo","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-rellena.png"
"tarjeta-CUARZO BOX-rellena","1600×1000","button","Añadir toldoElegir modelo","Añadir toldoElegir modelo","","no","src/client/App.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-rellena.png"
"tarjeta-CUARZO BOX-rellena","1600×1000","button","Añadir trabajo de telaCambio, cortina, enrollable, bamba o Antica","Añadir trabajo de telaCambio, cortina, enrollable, bamba o Antica","","no","src/client/App.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-rellena.png"
"tarjeta-CUARZO BOX-rellena","1600×1000","button","Modificar reglas del modelo","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1600x1000-tarjeta-cuarzo-box-rellena.png"
